pm25,co,temperature,humidity,aqi,population_density,month,day_of_week,symptom_label
31.38288663183913,0.9569730350623212,37.55566273845004,20.542799472121448,109.93428306022466,1957.6372866453291,1,2,0
47.09422483830747,0.990203228877907,24.900342191713776,27.30878503277587,97.2347139765763,2962.7694704788737,1,3,1
53.79591699867534,1.0192884635762745,23.437164709893366,80.05597722420913,112.95377076201385,6912.007042853162,1,4,0
88.31531486010286,1.284058438493854,22.388200370729425,25.929988145956106,130.46059712816052,9227.543628148624,1,5,0
68.34829686800637,0.7758348074539769,26.881835185995545,34.94634265985465,95.31693250553327,1277.8101746970754,1,6,0
39.96777646350163,0.7460959025462021,26.93291294585465,36.13826761551563,95.3172608610164,6428.6226926421405,1,0,0
67.29054434126455,1.3709859226428924,29.753139365632563,62.01643388459334,131.58425631014782,3831.189451697685,1,1,0
36.79044016592452,0.8612065774356106,20.369689178254934,60.364295851863496,115.34869458305818,3284.793439054146,1,2,1
76.2403658083061,0.6210893939268802,23.437525609293694,40.25922663942802,90.61051228130096,1882.4246868591856,1,3,0
52.93313022273182,0.854461017370039,35.15272861612101,34.532795589791,110.8512008717193,8892.77833533184,1,4,0
58.59545716891244,0.9009841794267998,26.12295316624996,73.5172420900233,90.73164614375077,3706.128432731111,1,5,0
79.88694971313285,1.4664888183177296,24.13737813336627,85.48193089241833,90.68540492859486,4488.537165736734,1,6,0
40.692546471236255,1.277447863713021,20.29191117208149,23.69639759415071,104.83924543132068,2153.051153484429,1,0,0
39.04322722330513,1.3442561849896726,27.52967152910376,29.3226323893404,61.73439510684404,6117.650425144956,1,1,1
51.246010104809926,1.2459920927040358,30.15509108521222,64.95147920939952,65.50164334973934,4457.96796679297,1,2,0
75.57568276528974,1.2838731014845943,29.37293822904904,76.3109016169998,88.75424941518054,2010.720455493888,1,3,0
37.20980886784736,0.7935753620259046,23.70599568195541,75.38320681434797,79.74337759331152,3173.7701474367427,1,4,0
17.517666028341466,0.9404193533939548,26.80626141681768,70.37782071578825,106.28494665190549,3972.553495422174,1,5,1
53.23261712386502,0.7030254060929353,33.35829718324305,82.11995681486644,81.83951848957578,862.0976567973883,1,6,0
68.27611199866381,0.93685359083889,30.354411460857342,35.2144215699569,71.75392597329417,613.4247223111796,1,0,0
78.00392624608244,1.2052314972804223,21.0791862890334,27.5103662544363,129.31297537843108,9925.614033707849,1,1,1
53.05257956871902,1.040374985443674,12.269974676892652,63.07540790639578,95.4844739902693,9284.358467514772,1,2,0
53.82860089325996,1.3934442456880884,26.48386253542117,77.55931240664026,101.35056409375848,5972.241750224741,1,3,0
77.30851101383621,0.6575752623318343,28.99284063374216,60.743050493640126,71.50503627573087,2523.2615183486355,1,4,0
31.95387450456869,1.150071505209472,19.553877540633685,87.40982412212344,89.11234550949635,2400.88663851328,1,5,0
54.17218837225486,0.6255091594392046,24.956052389386112,75.68951229742525,102.21845179419732,4461.195346907288,1,6,0
62.856358348875865,1.0282529407520926,23.68150467063461,69.05542606364827,76.98012845155395,3922.940625183188,1,0,0
66.73828081927552,1.2221000267669435,25.521431611160995,24.21801036102135,107.51396036691344,7356.9937153524415,1,1,1
52.35289960213676,0.9356492299527344,22.27651856440144,27.541956711217747,87.9872262016239,4130.382314288893,1,2,1
60.51661517558762,1.165337981226087,31.45255498813997,74.9386342813836,94.16612500413449,9558.202383768292,1,3,1
22.67508969880516,0.7120802995501199,25.73984440316381,33.87665479039205,87.96586775541206,2603.809155706691,1,4,0
50.126273814992274,0.5008930065410852,20.60491556917625,22.018462325529335,137.04556369017877,363.7771776622709,2,5,1
66.80263068831701,1.1671088867463408,29.587310767968603,83.75324800228753,99.73005550524132,6072.726469979071,2,6,0
45.265589486179806,1.5232030702227195,18.679062020041474,82.35637615908638,78.84578142088199,9880.54194036864,2,0,0
60.88476332384396,0.7011865179490324,31.422471887675663,35.293867906204426,116.45089824206376,8529.0038306124,2,1,0
66.70308751204047,1.3666582540320389,29.95529712111282,74.61443806510682,75.58312700057955,151.61273381443152,2,2,0
54.86176198713353,1.0130270226449234,31.948876476603928,23.358576284815857,104.1772719000951,5794.529950649569,2,3,1
62.55695656494856,0.5992925434920773,24.20876813779192,39.954060267628414,60.80659752240449,4592.543512546248,2,4,0
45.55901152073082,0.6605484095943512,22.51943010108312,63.65668357796374,73.43627902203139,7706.823523686286,2,5,1
56.9008308045593,1.004735432008195,25.420108804665464,73.42252973108698,103.93722471738246,2601.936501277475,2,6,0
69.15324254383833,0.8786613136227689,24.577816068222344,20.72794321517327,114.7693315999082,2513.0643089832497,2,0,0
62.35459441452652,0.6061261069725283,21.73631857218244,42.83460292916209,103.4273656237994,3235.4064798571635,2,1,0
51.202030956540966,0.4917882156323785,22.231883429371788,35.00418920445718,97.6870343522352,2537.0098191282395,2,2,1
63.363246064361896,0.7459842016220481,23.16813576366768,89.91462840241066,93.97792608821422,317.1840943494011,2,3,0
70.71914685954927,1.0581427024993355,19.149981567800687,66.96875626696645,70.42956019265145,6319.089954231221,2,4,0
29.25088082133783,0.9980797742190586,28.389816447996672,48.39700170158207,85.60311583210583,6166.252475198317,2,5,0
77.38611097433846,0.8496286127499766,24.738514312144968,25.29568213864795,90.78722458080424,8532.662145270846,2,6,0
54.95617891978392,1.0605661582874448,23.458107653831767,61.90691802548746,121.1424445243783,7007.694129095163,2,0,0
